,Unnamed: 0,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
10590,10590,MLS1101101111504105094,43,29,15,31,44,47,17,3,3,0,0,0,0,0,1,9,7,9,0,0,0,0,0,0,0,1,10,2,13,15,37,29,90,9,5
10592,10592,MLS1101091170454115457,127,59,18,12,6,6,1,0,1,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,7,6,5,7,55,41,85,12,5
10594,10594,MLS1101081350884103683,79,43,24,25,52,4,2,0,0,0,0,0,0,0,1,7,6,3,0,0,0,0,0,0,7,5,0,9,14,32,29,31,87,0,5
10595,10595,MLS1101081350874108889,36,29,27,37,88,12,0,0,0,0,0,0,0,0,1,9,7,3,0,0,0,0,0,12,0,0,0,18,6,35,23,6,109,0,0
10596,10596,MLS1101081340874127072,45,21,10,38,54,43,11,3,3,0,0,0,0,0,2,12,10,4,0,0,0,0,0,2,2,0,0,24,3,54,12,12,90,0,5
10597,10597,MLS1101081251094116650,87,60,25,29,26,1,0,0,0,0,0,0,0,0,1,9,7,3,0,0,0,0,0,0,4,4,9,6,11,18,52,39,69,0,5
10598,10598,MLS1101081241104103454,39,29,32,42,57,26,3,0,0,0,0,0,0,0,1,7,6,3,0,0,0,0,0,0,0,6,10,1,9,26,56,40,67,0,0
10599,10599,MLS1101081241084104388,28,31,25,41,46,35,20,2,0,0,0,0,0,0,1,8,5,3,0,0,0,0,0,4,6,4,8,1,9,0,67,45,51,18,0
10601,10601,MLS1101081051674103053,30,28,24,39,61,34,10,2,0,0,0,0,0,0,1,6,5,2,0,0,0,2,0,0,1,2,6,8,6,3,66,53,65,6,0
10602,10602,MLS1101081051624102775,40,36,30,42,60,18,2,1,0,0,0,0,0,0,1,5,4,2,0,0,0,0,0,1,2,6,7,5,6,4,42,38,90,19,0
10603,10603,MLS1101081051614104692,92,54,29,26,19,4,4,0,0,0,0,0,0,0,2,5,4,2,0,0,0,0,0,1,0,2,9,7,5,4,44,45,81,20,5
10604,10604,MLS1101081021784114337,94,46,2,32,26,23,5,0,0,0,0,0,0,0,2,9,8,2,0,0,0,0,0,6,0,8,4,6,0,0,69,24,93,0,5
10605,10605,MLS1101081011524101251,47,28,13,23,43,48,23,2,1,0,0,0,0,0,1,7,5,3,0,0,0,0,0,4,0,4,22,4,4,0,48,45,78,7,5
10610,10610,MLS1101051150334108740,40,32,32,40,38,6,1,2,17,22,0,0,0,0,1,4,3,1,0,0,0,0,1,1,3,3,9,4,5,5,53,40,84,18,5
10611,10611,MLS1101051140404101178,66,53,33,30,31,13,2,1,0,0,0,0,0,0,1,3,2,2,0,0,1,0,0,1,2,5,8,6,3,8,58,50,77,6,5
10612,10612,MLS1101051140394111955,65,31,16,20,64,21,6,4,1,1,0,0,0,0,1,3,3,1,0,0,1,0,0,1,3,3,6,6,3,8,55,44,83,12,5
10613,10613,MLS1101051140384110791,64,39,24,35,50,12,4,1,1,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,3,4,6,5,4,8,56,43,83,13,5
10614,10614,MLS1101051140374103802,61,43,29,46,32,12,3,1,0,3,1,0,0,0,1,3,2,1,0,0,0,1,1,1,4,4,5,5,5,8,53,47,79,15,5
10615,10615,MLS1101051130334102932,55,42,32,47,42,7,1,0,0,0,3,0,0,0,1,2,2,1,0,1,0,0,1,1,3,3,8,6,5,9,57,46,78,10,5
10616,10616,MLS1101041270984102474,53,32,15,50,41,30,7,1,0,0,0,0,0,0,0,8,5,7,4,4,0,0,0,4,11,3,1,0,6,4,75,41,57,0,5
10617,10617,MLS1101041220494101035,75,42,21,37,39,13,2,1,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,1,2,5,8,6,5,9,52,44,81,12,0
10622,10622,MLS1101041150324102070,33,32,27,45,63,24,5,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,2,1,4,5,11,7,6,2,56,28,86,17,0
10624,10624,MLS1101041091444106816,40,30,20,33,66,34,5,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,3,4,9,6,5,13,54,44,74,15,5
10625,10625,MLS1101040033274109490,27,25,25,46,74,27,6,1,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,2,5,9,6,4,3,54,44,85,12,2
10626,10626,MLS1101040033264103973,81,52,21,14,35,18,7,1,1,0,0,0,0,0,1,3,2,1,0,0,0,0,1,1,3,4,8,7,4,4,54,44,82,14,5
10627,10627,MLS1101031250904105653,27,28,27,45,77,22,2,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,4,2,8,9,3,5,50,38,89,14,0
10628,10628,MLS1101031231014114508,26,24,25,44,70,30,8,2,1,1,0,0,0,0,1,2,2,1,0,1,0,0,0,1,4,4,9,7,3,6,53,43,84,11,0
10629,10629,MLS1101031211074108130,21,20,20,36,70,42,17,3,1,0,0,0,0,0,1,2,2,1,0,1,0,0,1,1,4,4,8,6,5,9,56,41,86,9,0
10631,10631,MLS1101031120254108427,38,34,30,48,65,13,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,7,6,8,3,10,22,68,39,53,4,0
10632,10632,MLS1101021250944103490,35,33,30,48,66,13,3,1,0,0,0,0,0,0,1,3,2,2,1,0,0,0,0,0,4,3,10,7,4,11,45,49,81,9,0
10634,10634,MLS1101021240954110053,33,32,30,48,62,16,4,1,1,3,0,0,0,0,1,2,2,1,0,0,0,0,0,1,3,3,8,7,5,11,51,48,77,11,0
10636,10636,MLS1101021220974111111,27,25,22,36,75,32,9,2,1,2,1,0,0,0,1,2,1,1,0,1,0,0,1,1,3,3,7,6,5,13,56,46,77,10,0
10637,10637,MLS1101021200944107505,44,29,27,47,52,7,10,9,4,1,0,0,0,0,2,4,4,2,0,0,0,0,0,0,5,4,14,7,3,3,54,32,86,11,0
10638,10638,MLS1101021170984135463,42,39,35,51,43,15,3,1,1,0,0,0,0,0,1,4,3,2,0,0,0,0,1,1,2,4,4,8,3,3,51,45,82,18,0
10639,10639,MLS1101021170974124551,31,22,21,46,72,27,8,1,0,0,0,0,0,0,2,5,4,3,0,0,0,0,1,2,3,7,1,4,2,1,51,42,86,21,0
10640,10640,MLS1101021170974111410,25,25,19,33,55,30,17,17,5,3,0,0,0,0,1,5,4,3,0,0,0,0,1,2,2,6,3,5,2,2,53,44,83,17,5
10641,10641,MLS1101021071534101970,62,43,34,62,22,1,2,2,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,1,3,4,10,5,4,5,50,41,80,23,0
10642,10642,MLS1101021071524103131,32,31,29,49,67,17,2,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,7,6,5,9,51,43,82,17,0
10644,10644,MLS1101020121924102672,58,40,27,37,54,11,2,1,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,1,3,4,9,6,4,5,50,43,83,18,5
10645,10645,MLS1101020111954105614,88,54,21,15,28,8,1,3,11,2,0,0,0,0,1,3,2,1,0,0,0,0,1,1,3,4,9,5,3,2,52,44,85,18,2
10646,10646,MLS1012261170984102677,49,35,28,27,14,4,9,37,14,13,0,0,0,0,1,4,3,2,0,0,0,0,1,2,1,4,5,8,3,2,51,42,85,18,2
10647,10647,MLS1012261140054115313,34,20,10,41,66,38,7,6,3,4,0,0,0,0,0,10,7,4,0,0,0,0,0,2,4,8,18,8,8,0,45,61,53,0,3
10648,10648,MLS1012261120064104439,73,49,22,8,0,0,0,3,64,10,0,0,0,0,3,16,14,5,0,0,0,0,0,0,0,0,19,0,0,0,57,76,38,0,5
10649,10649,MLS1012261013274116148,63,38,22,33,49,19,3,1,0,0,0,0,0,0,1,11,8,4,0,0,0,0,3,0,11,0,3,3,0,0,51,36,93,7,5
10650,10650,MLS1012261013274103323,28,25,27,38,75,29,6,1,0,0,0,0,0,0,1,6,5,2,0,0,0,0,3,0,5,4,9,6,3,0,62,38,81,5,0
10651,10651,MLS1012251210654106554,50,39,28,33,42,10,2,1,3,23,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,4,8,7,5,8,55,44,82,10,2
10653,10653,MLS1012141211054118392,39,34,28,44,56,23,4,1,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,3,3,7,6,5,8,50,46,78,18,0
10654,10654,MLS1012141211054111608,53,42,31,38,42,18,4,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,6,5,5,9,43,43,81,27,5
10655,10655,MLS1012141181064126832,101,46,10,5,15,20,26,6,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,8,6,4,8,47,41,84,23,2
10656,10656,MLS1012141180734116937,24,14,10,24,45,21,28,15,6,44,0,0,0,0,5,9,9,1,0,0,0,0,0,0,0,8,33,12,0,0,66,0,88,0,7
10657,10657,MLS1012141180664103368,34,29,24,37,80,16,3,3,1,1,0,0,0,0,1,3,2,1,0,0,0,0,0,0,3,2,8,7,5,8,57,49,78,10,0
10658,10658,MLS1012141160674116441,37,34,34,48,54,9,2,1,3,3,6,0,0,0,1,4,3,2,0,0,2,0,0,0,3,6,12,5,6,3,38,66,72,10,3
10659,10659,MLS1012141130354102133,26,23,20,40,75,34,10,2,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,5,6,6,4,9,55,46,78,15,0
10660,10660,MLS1012141101484108867,40,35,28,46,55,17,6,1,1,0,0,0,0,0,1,4,3,1,0,0,0,0,0,1,2,4,4,4,4,13,49,32,77,35,0
10662,10662,MLS1012141101464105005,31,27,24,43,70,21,4,1,1,9,0,0,0,0,1,3,3,1,1,0,0,0,0,1,3,2,4,5,6,15,43,38,85,21,2
10664,10664,MLS1012131200724109502,45,35,23,35,50,31,10,1,0,0,0,0,0,0,3,7,6,5,0,0,0,0,0,0,12,12,4,4,0,0,54,8,107,8,5
10667,10667,MLS1012131151184118372,89,46,20,14,57,3,0,0,0,0,0,0,0,0,2,3,3,2,0,1,0,0,0,0,1,6,6,6,2,10,49,42,84,17,5
10668,10668,MLS1012131151164107435,97,61,40,19,10,1,0,0,0,0,0,0,0,0,1,5,4,2,0,0,0,0,0,0,2,2,5,3,3,13,55,47,81,9,5
10670,10670,MLS1012131100274113831,26,24,23,45,74,30,6,1,0,0,0,0,0,0,1,3,2,1,0,0,0,1,1,1,2,5,10,6,3,3,52,45,85,12,0
10674,10674,MLS1012131090264101553,96,44,23,21,15,16,1,0,0,7,7,0,0,0,1,4,4,2,0,0,0,1,2,2,1,4,6,5,2,5,56,42,83,12,5
10675,10675,MLS1012131090244106603,50,45,34,39,29,4,3,7,6,6,7,0,0,0,1,3,2,2,0,0,0,1,1,1,3,5,10,5,3,3,53,42,87,13,2
10676,10676,MLS1012131021594110295,43,33,25,48,60,17,2,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,2,4,11,5,6,7,48,37,88,18,0
10677,10677,MLS1012121160434106136,41,38,33,48,51,12,3,1,1,3,1,0,0,0,1,2,2,1,1,0,1,1,1,1,3,4,9,6,4,6,56,46,81,10,0
10678,10678,MLS1012121121434111075,92,69,34,20,12,1,0,0,0,0,0,0,0,0,2,5,5,2,1,0,0,0,0,0,0,5,6,3,6,20,37,34,86,20,5
10680,10680,MLS1012121050134101789,47,33,23,41,48,21,13,3,1,1,0,0,0,0,1,2,2,1,0,0,0,0,1,2,4,4,9,6,5,9,54,41,87,6,5
10681,10681,MLS1012111200504105704,102,56,21,23,16,1,0,1,2,7,0,0,0,0,1,2,1,1,1,0,1,0,1,1,3,4,8,6,5,10,51,41,80,18,2
10682,10682,MLS1012111170394111527,46,35,26,41,62,17,2,1,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,2,5,6,5,5,4,54,36,86,19,5
10683,10683,MLS1012101110344105205,37,35,31,41,50,31,4,0,0,0,0,0,0,0,2,6,4,1,0,0,0,0,0,0,0,8,8,5,3,2,54,34,89,13,0
10684,10684,MLS1012101010124114298,45,40,36,52,50,6,0,0,0,0,0,0,0,0,1,4,3,3,0,0,0,0,0,3,4,3,10,9,3,0,63,46,75,5,0
10685,10685,MLS1012091310514125682,75,52,19,20,17,45,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,6,4,8,11,6,7,58,21,96,0,7
10686,10686,MLS1012091300504121116,71,49,28,24,22,31,4,0,0,0,0,0,0,0,1,7,5,3,0,0,0,0,0,0,7,7,10,13,4,4,52,20,99,0,7
10687,10687,MLS1012091201194106343,33,30,25,39,71,25,5,1,0,0,0,0,0,0,1,3,3,2,0,0,0,0,0,0,3,4,8,6,4,11,61,49,73,4,0
10690,10690,MLS1012091131314116079,37,30,24,34,79,20,3,2,1,1,0,0,0,0,1,2,1,1,1,0,0,1,1,1,4,3,8,7,5,10,56,42,79,14,0
10691,10691,MLS1012091120564105209,76,51,30,30,20,20,0,0,0,0,0,0,0,0,1,7,5,3,0,0,0,0,0,0,7,2,12,4,0,4,71,58,58,0,5
10693,10693,MLS1012091120384103092,61,50,37,48,31,1,0,0,0,0,0,0,0,0,2,4,4,1,0,0,0,0,0,0,6,5,12,6,2,0,59,42,87,0,0
10695,10695,MLS1012090041724113725,85,56,15,2,18,20,11,20,2,3,0,0,0,0,2,4,5,2,0,0,0,0,0,0,2,6,13,6,2,3,45,45,84,15,2
10697,10697,MLS1012081231124104012,60,35,32,43,35,20,4,0,0,0,0,0,0,0,1,9,7,3,0,0,0,0,0,0,3,4,13,1,7,32,52,38,61,0,5
10698,10698,MLS1012081221134104442,70,42,21,23,65,6,0,0,0,0,0,0,0,0,2,6,6,4,0,0,0,0,0,2,2,3,3,2,2,9,49,40,84,17,5
10699,10699,MLS1012081211164115445,27,26,22,40,71,33,7,2,0,0,0,0,0,0,2,4,4,3,0,0,0,0,0,1,7,2,6,5,7,5,56,28,90,13,0
10700,10700,MLS1012081171274111807,70,45,32,54,27,0,0,0,0,0,0,0,0,0,1,10,7,3,0,0,0,0,0,0,0,20,5,20,3,4,83,14,20,42,5
10703,10703,MLS1012081170324101949,32,35,32,55,65,8,0,0,0,0,0,0,0,0,1,6,5,2,0,0,0,0,0,0,0,5,11,5,5,5,59,47,78,5,0
10704,10704,MLS1012081161264118389,47,37,26,46,48,21,4,1,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,1,4,5,6,8,5,8,57,43,81,7,0
10706,10706,MLS1012081161224111500,38,31,25,40,54,28,9,3,2,1,0,0,0,0,1,2,2,1,1,0,0,1,1,1,2,4,7,7,5,12,50,39,83,19,0
10707,10707,MLS1012081151264110301,41,34,24,42,62,22,4,1,0,0,0,0,0,0,1,2,2,1,0,0,0,0,1,1,3,3,7,6,5,10,49,36,82,24,0
10708,10708,MLS1012081151244118481,105,66,29,12,14,2,1,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,0,1,3,3,7,4,4,16,47,42,81,18,5
